action	reward
0	0.22258324899605308
0	0.8596187983488888
0	0.167246827397606
0	1.0806122124223705
0	0.09962981873585686
0	1.977820311980366
0	1.3600456380208041
0	0.0
0	0.7474278015366708
0	2.623942914738034
0	0.6139613228781848
0	0.8000572249783628
0	0.0
0	0.5184826933246319
0	0.08763841426315067
0	0.0
0	0.0
0	0.8247429197603944
0	0.6676282115635188
0	1.0242135265494074
0	0.32293632194637945
0	0.0
0	0.5088218921034838
0	1.3846686959038363
0	1.8153414178349139
0	0.0
0	0.04782277718965633
0	0.20832483508815736
0	0.5677054169415389
0	0.0
0	0.9992078468362935
0	0.2934599980501772
0	0.8405401128532891
0	0.7044502005067407
0	0.553181728250273
0	0.0
0	0.2650532854811779
0	0.7303580637617557
0	0.9640306855339805
0	0.016868593905096207
0	0.5595841734190974
0	0.0
1	0.7030662453279137
1	1.7799270707761161
1	0.24150690886542947
1	0.06914808435143227
1	0.6462146880647047
1	0.0
0	0.0
1	0.43330746380032803
1	1.604792206246388
1	0.8998765797514283
1	0.0
1	0.6950809575628722
1	0.901227409795015
1	0.610184528828131
1	1.856415836028449
1	0.0
1	0.3515141098955502
1	0.0
1	1.923413364807815
1	0.9081385675836248
1	1.4393803764315614
1	1.427090194511511
1	1.599253466617725
1	0.2057347524540174
1	0.08709645172305913
1	0.14989837139746653
1	0.0
1	0.150226119768041
1	0.32576162597447467
1	1.5639860235458811
1	0.17553404837169284
1	0.7692146660061282
1	0.06548304293108131
1	0.7461991267755024
1	0.32571647684691196
1	0.9201278921562497
1	0.042653876404340374
1	0.7751752801901403
1	1.2485776106780613
1	0.8343429043544505
1	0.005557263643002908
1	0.9785784422261515
1	0.4668920164938468
1	0.22593357191323715
1	0.9785606820703424
1	0.0
1	0.0
1	0.5036737921629991
1	0.6945029314986421
1	0.4921183294265481
1	0.0
1	0.40181012621222856
1	0.38180376326862087
1	0.30006233284008077
1	0.0
1	0.672926848455959
1	0.187088090556092
1	0.0
0	0.0
1	0.556154818738946
1	0.0
0	0.9026463840177864
0	0.6939656158161734
0	0.8675061107560157
0	0.05095267769415168
0	0.364290279762705
0	0.6790111233494456
0	1.3046442624410781
0	0.0444986306178079
0	1.3955389455443128
0	2.373557297042935
0	0.6882828923052768
0	0.2650962348639373
0	0.0
0	0.0
0	0.7095462339143227
0	0.8492627484516961
0	0.04271155144290273
0	0.824155938069424
0	2.907846325831398
0	0.8961927174242478
0	0.0
0	0.0
0	0.0
0	0.30018840193212926
0	0.922901729352202
0	0.8200865767780874
0	0.6627278982825704
0	0.4600367472636522
0	0.9711760684814452
0	1.901437817199907
0	0.9001924133964543
0	0.0
0	0.0
0	0.3159018908057363
0	0.0
0	2.52645216363965
0	0.8213411444827287
0	0.0
0	0.7830039836907567
0	0.0
0	0.09267413482235765
0	1.2413124713403305
0	0.0
0	0.0
0	0.5072279665992002
0	0.3815196758426279
0	1.7985627400549833
0	1.352043009921554
0	0.0
0	0.0
0	0.16313505922619864
0	1.4185917527980596
0	0.0
0	0.0
0	0.3056637424831825
0	0.9494243253612269
0	0.0675589972134627
0	0.0
0	2.1641027384490696
0	0.916558941995409
0	0.9929905851261468
0	0.7796682713104324
0	0.0
0	0.6529094110284566
0	1.7741370878390317
0	0.0
0	0.35479021898986607
0	0.19248777731305688
0	0.7884113859668072
0	0.0
0	0.5373320148395839
0	0.0
0	0.20071079875476094
0	0.7804131583255299
0	0.9211278044634716
0	0.04383829943570938
2	0.0
0	2.0472338530371874
0	0.0
0	0.4816651433921987
0	0.9478871927438406
0	0.0
0	0.0
0	1.6678992359586964
0	0.784805741788902
0	0.0
0	0.49467661550252995
0	0.0
0	1.3262203653900664
0	0.8761706934761104
0	0.5116196442843759
0	0.0
0	0.10042766136935333
0	1.2348654606784453
0	0.0
0	0.0
0	0.9010804092856417
0	1.1338437159470818
0	0.0
0	0.392587747361409
0	0.0
1	0.0
0	0.10180867752209133
0	0.839015657353237
0	0.0
0	0.6458736875978645
0	0.3170157910677609
0	0.0
1	0.5089041754577746
1	0.0
0	0.0
0	0.9252277302131653
0	0.0
0	0.0
1	1.4161871987004675
1	0.0
1	0.0
0	1.5011184849069372
0	0.9114535241622742
0	2.327347551539932
0	0.3158562053042727
0	0.0
0	0.32344050204288066
0	0.5991854358946422
0	0.9932773879094026
0	1.3613310840531534
0	0.6236623667705392
0	0.34487549788882665
0	0.15883505044431923
0	1.1516508868367694
0	0.0
0	0.2864682747037737
0	0.9752883938901196
0	0.6502824437056475
0	0.16793697121125495
0	0.3915381378244638
0	0.9129645600770505
0	0.9881544646140313
0	1.375085202238523
0	0.8871360093496885
0	0.44777156994294787
0	0.09206306167110079
0	0.7534687906248635
0	0.1970058915735735
0	0.0
0	0.17819801588283302
0	0.9866745631950744
0	0.0
0	0.30513787067505627
0	0.571358637212422
0	0.48648738743317765
0	0.0
0	0.04387933406261757
0	0.0
1	0.5681517178390311
1	1.2850603875904796
1	0.0
1	1.5101203046942562
1	0.0
1	0.8512100050791851
1	0.5896066778961031
1	0.40734957047891573
1	0.3014852101654474
1	0.8870658564407152
1	0.0
1	0.49553815999311845
1	0.0
0	0.0
0	0.6729763129419277
0	1.9062235756842243
0	0.0
0	0.0
0	0.2619477274903834
0	1.3604756218095027
0	0.2359324068305334
0	0.7645466171672374
0	0.0
0	0.0
1	1.5065803013495531
1	0.11354997046448667
1	0.0
0	0.21821008337100356
1	0.7445820731619304
1	0.3653707050378001
1	0.0
0	0.5864133987217088
0	0.7456151427349548
0	0.7462302770309653
0	0.15357277700520733
0	0.48753003421042695
0	0.0
0	0.8712321460508472
0	0.2725166527941357
0	0.12029987218035221
0	0.9298583589255062
0	0.9288811421306319
0	0.8281938766180715
0	2.38083289056805
0	0.3316351938107325
0	0.7651336248941222
0	0.40285317962631617
0	0.1573433830104376
0	0.0
0	0.0
0	1.172039878729122
0	0.3554530769795905
0	0.30520434292427423
0	0.6943392403977796
0	0.0
0	1.0214455489441083
0	0.7826893175885267
0	0.0
0	1.361514981278061
0	0.007614736921089049
0	0.7147325327162224
0	0.0
1	0.0
0	1.3551037611626016
0	0.0
0	0.4701009029676868
0	0.8814705062039486
0	0.40233574859800203
0	0.0
0	0.9207003190965872
0	0.10817823001369242
0	1.3951440167439066
0	0.6141937197288967
0	0.1177093430619538
0	0.33361185725309017
0	0.5047226281903701
0	0.6528944146154508
0	1.4194465719702987
0	0.5736675570762014
0	0.0
0	0.0
0	0.0
1	0.6683233035024231
1	1.7469029141123835
1	0.0
1	0.35379159505182467
1	0.0
0	0.21721531514598647
1	0.39596635153928217
2	0.20741620251553783
0	0.00307200757198145
1	2.870933339914778
1	0.8140490549845991
1	0.7472893525610823
1	0.38112184812217
1	0.3609296486650193
1	1.4821406302252893
1	2.194639303511393
1	0.6902873472151001
1	0.5036841852500573
1	1.0873718113216846
1	0.0
1	1.5771783880117214
1	0.13814890170635097
1	0.7184979998608041
1	0.5274955112340154
1	0.690514897275454
1	0.5862350487076465
1	0.5544452588861639
1	0.6452812901028062
1	0.838521090503463
1	0.5892176052794615
1	0.3026369720474583
1	0.49456192163851376
1	0.7703277199412727
1	0.0
1	0.0
1	0.8136673001107251
1	0.7675357774284675
1	1.4917571497582518
1	0.0
1	0.0
1	0.7721661773303562
1	0.4265032864989968
1	0.7049903226778378
1	0.3971246486606764
1	0.945881346418432
1	0.0
1	1.7194796944245405
1	0.07703357484054296
1	0.8525237628341253
1	0.5209520599109272
1	0.627630912301492
1	0.9819695960645316
1	0.06698198472726424
1	0.46728142064940503
1	1.430372877523509
1	0.2634771459844001
1	0.0
1	0.0
1	1.259307830483975
1	0.0
1	0.5986490085438476
1	1.72271558987056
1	1.8176532704626107
1	1.5379624085605845
1	0.0
1	0.6529246957867039
1	0.895461491623269
1	0.0
1	0.41075930408084105
1	0.18181246397177042
1	0.18724393665473593
1	0.0
1	0.7493844215195209
1	1.6400722163445443
1	0.2954312659988265
1	0.8723694736238865
1	0.8873436922172855
1	0.7313042514271498
1	0.0
1	0.22866263408228915
1	0.0
1	0.0
1	0.8201636601947906
1	1.4871071181100763
1	0.10051211867728471
1	0.4987839743867615
1	0.7041963985229407
1	0.0
1	0.42869161347870466
1	0.30663773231783265
1	0.7407437831118907
1	0.3038787264444256
1	0.30221694988108583
1	0.14342567860891486
1	0.6754976716401512
1	0.0
1	0.4859728720627192
1	0.32461968391196183
1	1.6462293765739753
1	0.0
1	0.45282458779461976
1	0.0
1	1.9716205601297676
1	0.5933056602632416
1	1.5513056990774468
1	1.2405647779653188
1	0.0
1	0.06074829718083241
1	1.97188749716747
1	0.0
1	0.16291370076364697
1	0.0
1	1.3275563724587678
1	0.934341387523691
1	0.8319316707926669
1	0.7169686507026659
1	0.4003282112874199
1	0.6253691605820829
1	0.6458897971639178
1	0.26001154687708095
1	0.06747036491981395
1	0.6239355457085185
1	0.5903575711948646
1	0.3893851257352825
1	0.19700633723856442
1	0.0
1	0.0
1	2.556044903465164
1	2.152676960047485
1	0.5160979462482054
1	0.0
1	0.3666703138680437
1	0.6947036686776
1	1.918163792279049
1	0.0
1	0.04390851380817362
1	0.0
1	0.0
1	0.4407430564756043
1	0.0
1	0.8864086778580497
1	0.05520019340898141
1	0.5806348281418588
1	0.7158548201417654
1	0.854245191102686
1	0.0
1	0.9755030404100832
1	0.9249628419604013
1	0.4887685209105417
1	0.3903447543344336
1	0.41258303895534365
1	0.24685136410116448
1	0.49362305779443894
1	1.0799145804010992
1	0.8696812849040516
1	0.08216739998047062
1	0.22870006281255484
1	0.47235059708259164
1	0.8260662033808095
1	0.5692950628040295
1	0.7177300349393444
1	0.10540224089198502
1	0.5960426356240927
1	0.0
1	0.0
1	0.0
1	1.409125761659692
1	0.0
1	1.7009612261486122
1	0.29232391908601585
1	0.04546127354158025
1	0.09626457089035168
1	0.9343597090123517
1	0.0
1	0.6776304988924694
1	0.844164998132061
1	0.0
1	0.0
1	0.2712346420223355
1	0.0
1	1.1553074691644822
1	0.0
1	0.848112338986562
1	0.0
1	0.08140412379775674
0	0.33757164778961224
0	0.3168056700843832
0	0.33349101488568456
0	0.0
1	1.830847128245974
1	0.48336055957900315
1	0.42847982677993235
1	0.013032804330924463
1	2.267961826794518
1	0.006107704774690692
1	0.2516559177828154
1	0.0
1	0.6864952321480292
1	1.9933873297041693
1	0.10458954644636753
1	0.0
1	0.08285056434959359
1	1.8737882722385402
1	0.0
1	0.39627472860463
1	0.0
1	0.0
1	0.0
0	0.11633882638747839
0	1.6460654360162765
0	0.4930515877263357
0	0.0
0	1.0182332318009162
0	0.0
0	0.0
0	0.18295330947564015
1	0.6479310222318012
1	0.0
2	0.41279869451578566
2	0.8042753281471745
2	0.6941017184652682
2	0.0
2	0.0
0	0.10565981845664718
0	1.0960033761517893
0	0.0
0	1.165320577709064
0	0.0
0	0.9774906913123895
0	0.7765913555356587
0	1.049618932248733
0	0.4216887616636108
0	0.5574537095796263
0	0.9116387230781773
0	0.0
0	0.0
0	0.899241748078093
0	0.0
1	0.6180792778602565
1	0.47465504680919346
1	0.6456948344684268
1	0.7030307273239981
1	0.0
0	0.5539212436303024
0	0.0
0	1.337950149579625
0	0.09353768437066523
0	0.08063485836418949
1	2.4489953443275523
1	0.5202539162455572
1	0.45645075878586194
1	0.4804538117064421
1	0.0
1	0.10292344886997129
1	0.0
0	1.230510660268078
0	0.7902864357205033
0	0.2112782508477744
0	0.7596805826670652
0	1.9659126312676811
0	0.5101264320788705
0	0.006786978140451483
0	0.0
0	0.200576993145561
0	1.433296925490536
0	0.40337542282026717
0	0.9184503364380654
0	1.065675351832324
0	1.60332955835313
0	0.3871228429480068
0	0.4391286032778213
0	1.090458565324129
0	0.6486020812173
0	0.5806403683585453
0	0.42060369811592246
0	0.0
0	0.42006914196650036
0	0.0
0	0.49544253891794043
0	0.40895860611245516
0	0.6692146932926558
0	1.7329257192123002
0	0.1948702811790035
0	0.907633041789216
0	0.0
0	0.3698280238075746
0	0.0
0	0.14305125809620112
0	0.32796001163442035
1	0.0
0	0.7033540319578612
0	0.20742278911538647
2	0.6642643051448059
2	0.0
0	0.4389608525552886
0	0.962415561559345
0	0.5270007262105443
0	1.9274583735052997
0	0.16309020813111197
0	0.0
0	0.0
0	0.05499692653970789
0	0.0
1	0.0
0	0.1631040662650166
0	0.0
1	0.0
0	0.9010757192265586
0	0.7567272278716877
0	0.39051773770875153
0	0.1339933946341949
0	0.15217546012432592
0	1.765832287407166
0	0.4869859241679919
0	1.4907002611849889
0	2.119740469509885
0	0.5596496123678096
0	0.0
0	0.0
0	0.1921893544124046
0	0.9444370416327946
0	0.3115658468592164
0	0.32094230669902046
0	0.4180475633648174
0	0.0
0	0.43590569395210654
0	0.085173025270601
0	0.5740619122327932
0	0.0
1	0.37091803872292795
0	1.3542163223257886
0	0.31509807683856594
0	0.682139655509313
0	0.0
0	0.649952174089133
0	1.1482274599064
0	0.0
0	0.5787668626782891
0	0.8681065453698278
0	0.0
1	0.5079590991851852
0	1.3470050321278488
0	0.11869274820690212
0	0.4836526779049388
0	0.46588934897147805
0	0.587692151038421
0	0.3793373267059308
1	0.7545435474012722
1	0.9036719405604208
1	0.46996028541689405
1	0.0
2	0.0
0	0.35599328687890475
0	0.260257120949124
1	0.19038256087081307
0	0.0
0	0.5607236333771968
0	0.4876441711619932
1	0.06653877102164163
0	0.6827707571325754
0	0.0
0	0.8986013404584389
0	0.3917884236788741
0	0.20268603196961965
0	1.1592774422818266
0	0.77374320744598
0	0.0
0	0.9555642988051338
0	0.14035623257941254
0	0.40563249839980964
0	0.7778540189161368
0	0.827571680547969
0	0.8192071309754076
0	0.6668837828781906
0	0.592653819032423
0	1.4603837307708432
0	0.0
0	0.0
0	0.0
1	0.31052891470669464
0	0.0
1	0.140731389670673
0	0.0
0	2.907353344888943
0	1.7885991958880263
0	0.09790197556269964
0	0.416090011122749
0	1.1500691841424384
0	0.6384558786047521
0	1.316459432535273
0	0.6471241242399297
0	0.0
0	0.5417860856471033
0	0.0
0	0.0
0	0.0
0	0.4190141757024515
0	0.9038150250557785
0	0.0
0	0.9591063413933979
0	2.82112789836966
0	0.0
0	0.44269354503064084
0	0.0
0	0.0
0	0.7543181154026042
0	0.41194803656026724
0	0.3426332006645936
0	0.4301503214068141
0	0.6255217590655788
0	0.0722482006267684
0	0.31380391543162256
0	0.13499868444321173
0	0.20713435849446793
1	0.9837753478901303
1	1.4647747960342925
1	1.5772965321826449
1	0.3985313861374
1	0.8126560303321104
1	0.3938688087826401
1	0.6634007511165073
1	0.38919075930007163
1	0.2093416805347308
1	0.1652839871716133
1	0.06123826877697447
1	0.08088346161302806
1	0.0
0	0.4661099541374185
0	0.0
0	0.0
1	0.4820120903115509
1	0.18334930843611552
0	0.39897840843251675
0	0.7763963644880955
0	0.10224264507466707
0	0.17644441078116058
1	0.0
0	0.9367298602578173
0	1.2632158433501537
0	0.0
0	0.8831890340667985
0	0.0
0	0.606905195161629
0	0.0
0	0.0
0	2.5101581729261753
0	0.6008174202566963
0	0.48264800324041646
0	0.0
0	0.7776806363721598
0	0.5085432694271569
0	1.888747279767498
0	0.0
0	1.0980131948328313
0	0.9412409182455767
0	0.0
0	0.8317555698711714
0	2.933167877342426
0	0.0
0	0.7072413597627145
0	1.0154852602512598
0	1.109899543667844
0	0.5473811661961698
0	0.0
0	0.0
0	0.0
0	0.20396088526357015
0	0.0
0	0.5773794557144929
0	0.0
0	1.0040354808914325
0	0.0
0	0.1245952135759345
0	0.908744214513603
0	0.0
0	1.4141639180520513
0	0.5407937593456149
0	0.0
0	0.10099289389717381
0	1.6822690153642634
0	0.635064893921081
0	1.7503248008297332
0	0.12491386250901904
0	0.06677232188608084
0	0.7347332005259691
0	0.0398136311442614
0	0.5109768283604349
0	0.0
0	0.021035784483329323
1	0.5029517438109723
0	2.7942883156207
0	0.40900722452745053
0	0.9990340732030862
0	1.9722650886117137
0	0.0
0	0.446737244215593
0	0.9135425629740074
0	0.0
0	0.0
0	0.0
0	0.8618093879353351
0	0.0
0	0.8699140040506462
0	0.5955828890863171
0	0.0
0	0.05480642944476599
0	0.909180465944933
0	0.0
1	0.0
0	0.8003207732180591
0	0.7707111749171598
0	0.0
0	1.2369984786135424
0	0.0
0	1.1160613919590736
0	0.967203371170656
0	0.20605363520841968
0	0.09601443795777564
0	0.05694218436224152
0	0.7414909153736082
0	0.4020831080110443
0	0.46611016097378943
0	0.0
1	0.5399733819500847
1	0.07095626162705171
0	1.1647306425778665
0	0.0651675788824505
0	0.5990872694269946
0	0.7421611892496367
0	1.8107362672307419
0	0.01664572386869123
0	0.2023231895744817
0	0.0
0	0.0
0	0.9744350743179513
0	0.3688569514314253
0	0.0
1	0.7867199040644877
